3.060103,-14.281713,-4.036252,-3.312250,-0.487808,-0.808767,0.289992,-2.832543,-2.931592,-7.198339,-4.590394,-6.010739,-5.715991,-6.498837,-1.555077,-0.052863,-0.488423,-1.553924,-2.715007,-1.148299,0.009488,-0.140184,-0.036653,-0.013673,0.017175,0.025738,0.054594,0.143921,-0.013074,0.052208,0.037081,0.135210,0.039642,0.165935,0.155533,0.113436,0.025763,0.012878,-0.032680,0.057080
3.134883,-13.837940,-5.661707,-5.240208,-3.128427,-6.572593,-8.255204,-12.639510,-14.685645,-13.929711,-9.561718,-10.064695,-8.107088,1.112465,6.802176,4.193214,5.863537,5.022367,1.056103,0.764560,-0.002021,0.010917,-0.028893,0.001763,-0.048609,0.019476,-0.011670,0.024806,0.036940,0.106858,-0.057915,-0.041336,-0.210280,-0.146980,0.005172,0.051272,0.036060,-0.063672,-0.021218,-0.010875
4.074352,-22.000880,-5.657474,-6.500178,-3.964188,-5.898788,-4.127176,-4.525095,-4.571083,-2.886300,0.296865,2.081979,-0.605071,-4.222993,-4.630262,-2.608127,-0.568421,-1.914083,0.170439,0.979231,-0.000373,-0.035336,0.042726,-0.057433,-0.080506,0.069470,0.055384,-0.005490,0.135601,0.120657,0.031826,-0.020758,0.052098,0.023694,-0.009626,0.050025,0.005166,-0.006211,-0.000166,0.001034
3.359132,-15.277692,-6.205425,-7.848139,-7.647248,-8.667941,-9.775593,-15.252679,-17.488520,-9.125933,0.744914,2.632649,-0.025189,1.439021,8.821196,3.646354,1.634259,1.353910,0.898917,1.005469,-0.008993,0.069404,-0.045689,-0.000981,0.022573,0.068969,0.043131,0.091474,0.072733,-0.093216,-0.231001,-0.278275,-0.120818,0.017693,0.023408,-0.049489,-0.066521,-0.011292,0.061339,0.078008
3.849309,-18.730818,-4.123392,-7.912877,-5.853179,-4.555675,-8.077638,-8.807890,-10.283010,-7.424040,-1.660426,-3.456394,-4.409717,-5.875810,1.152196,0.151521,-1.367391,1.393554,1.074503,1.379646,-0.005597,0.063812,0.161202,-0.043122,-0.122506,-0.145303,0.091256,0.025656,-0.022917,0.000229,0.008833,-0.023950,0.055051,-0.020668,-0.023639,0.088069,-0.021795,0.040493,0.034239,0.015306
3.767688,-16.399335,-6.622913,-8.322531,-4.945173,-5.479882,-6.611889,-7.377134,-9.224450,-9.994405,-8.187639,-5.689008,-0.188692,-0.041807,0.393603,-0.570640,-2.404899,0.973327,0.542375,0.293228,0.003515,-0.035937,0.006875,0.039334,0.035715,0.027868,0.053088,0.029551,-0.017566,0.133584,0.094367,0.040657,-0.010059,-0.100746,-0.029088,-0.015857,-0.007782,-0.003525,-0.006549,0.021759
3.909869,-19.977892,-2.728907,-7.350427,-4.269682,-7.427250,-7.121699,-8.078233,-5.620356,-0.375507,0.605979,0.311352,-0.019270,-2.544965,-0.939710,-0.463859,0.532576,-0.233303,-0.430926,-0.223229,-0.000363,0.027593,0.034039,-0.001220,-0.014865,-0.062119,-0.005028,0.003754,-0.028905,0.011539,0.003312,-0.012213,-0.015123,0.017740,0.012769,-0.007405,-0.021640,-0.009960,-0.003512,-0.006725
3.144293,-14.844127,-3.157935,-4.225786,0.075328,-0.875380,-0.712040,-3.066599,-4.021285,-5.971467,-5.277204,-5.917811,-4.780452,-6.165814,-2.579541,-0.990551,-0.346948,-2.214741,-2.115351,-0.548365,0.019919,-0.219292,0.015327,-0.108628,0.029577,0.104323,0.220309,-0.020932,-0.066850,0.196248,0.272588,-0.085104,0.071596,0.172680,0.227384,0.043198,0.036182,-0.018742,0.052681,0.119693
2.767388,-11.748552,-2.139309,-3.051000,-1.910091,-2.563595,-1.352930,1.592916,2.966904,0.437769,-3.089545,-4.832127,-3.906645,-5.950716,-4.767927,-4.546089,-5.976119,-6.270028,-3.095697,-1.757703,-0.010911,0.038559,0.084915,0.033260,0.067480,-0.167254,-0.003896,0.017624,-0.115859,0.037238,0.159210,-0.120458,-0.059073,0.200844,0.064244,-0.022227,-0.013047,-0.006692,0.049696,-0.023165
3.714749,-16.157918,-3.549510,-6.859832,-4.740574,-5.587978,-2.874318,-4.525175,-2.929422,-1.385196,-4.297324,-5.479018,-3.033581,-5.087411,-4.268398,-3.003845,-0.813496,-1.243135,-0.143975,-0.808558,0.001715,-0.047790,-0.081787,0.042981,0.100966,0.091383,0.057768,-0.154848,0.025041,0.068578,0.077682,-0.050260,0.097773,0.096227,0.109199,0.134047,0.010158,0.035436,0.018648,0.009155
