2.886610,-12.941865,-3.679911,-3.498728,-0.834318,-1.178419,0.018872,-2.909955,-2.614312,-5.496409,-5.684124,-5.422843,-6.222214,-8.789293,-6.666771,-4.896933,-2.288108,-0.976609,-0.636076,-1.834729,0.013229,-0.150522,-0.040408,0.003556,0.076008,-0.022307,0.144105,-0.070004,0.156574,-0.132426,0.265837,0.011758,0.296549,0.079610,0.103171,0.027225,0.127850,-0.069601,0.085928,0.054225
3.453278,-13.893739,-4.017404,-6.247223,-4.673976,-7.733036,-8.741945,-9.430179,-6.598051,-1.552987,2.453461,-1.740963,-7.634616,-6.012277,-4.999523,-3.088360,-1.710054,-2.249158,-0.942890,0.209514,-0.014036,0.101802,-0.130745,0.006285,-0.062045,0.035404,0.060963,-0.027774,-0.011926,0.223283,0.070886,0.146937,0.062365,0.033805,-0.102578,-0.124657,-0.045645,-0.020790,0.045475,0.014905
4.146462,-21.099403,-7.628041,-10.446111,-8.230688,-7.173725,-4.630407,-8.691415,-4.957234,-0.496992,-2.548378,1.567717,1.174313,1.842199,5.629137,1.552776,-2.347252,-2.308531,-0.213124,1.749518,-0.006445,0.101005,0.094723,0.068160,-0.135911,0.013120,-0.167119,-0.132905,0.075720,-0.257399,-0.218395,-0.184742,-0.022302,0.055133,0.152719,0.033647,0.154921,-0.000357,0.063129,0.013893
3.978212,-19.749405,-5.413397,-5.098142,-2.244448,-6.131969,-6.816272,-6.483253,-5.759693,-4.674300,-5.742778,-6.899698,-4.457021,-1.792503,-3.536825,-2.183965,0.130871,0.008203,0.601995,0.491797,-0.000146,-0.018286,0.026709,-0.007310,-0.011572,0.111868,-0.040111,-0.079903,-0.012888,0.000731,0.031677,0.158145,0.072220,0.012320,0.091096,-0.054843,-0.033530,0.040836,0.034961,0.014502
3.952959,-19.369817,-4.866508,-4.811400,-3.841016,-6.881619,-6.014437,-6.082277,-5.871079,-6.145636,-8.260383,-5.518002,-0.913921,-3.860295,-4.071205,-3.300017,0.770887,0.092510,0.487913,0.760181,0.001352,-0.025519,-0.012987,0.008342,-0.034295,-0.023287,-0.019568,-0.113824,0.024004,0.123049,0.013546,-0.005676,0.022008,0.179165,-0.042398,-0.009977,-0.001178,0.090988,0.004064,-0.034029
2.925154,-12.936955,-3.617987,-4.754018,-3.180280,-4.558163,-6.536702,-12.067350,-14.930139,-13.211947,-8.215349,-4.724814,-7.540100,-9.102994,-2.486523,0.845392,-0.271081,0.683663,4.326182,2.517140,-0.011574,0.069723,0.017396,0.021562,0.057181,0.092232,0.004470,0.031720,0.234834,-0.116096,0.025047,-0.020112,-0.130877,-0.149398,-0.142263,-0.026225,-0.013102,0.064338,-0.055529,-0.035315
3.639045,-16.537144,-2.726461,-4.211626,-6.680625,-7.780669,-10.757260,-13.360865,-10.423068,-4.017723,0.768565,3.185939,-0.137367,-1.384164,0.096225,-2.150385,-2.600315,-0.823531,-0.719264,0.059337,-0.015944,0.120371,0.244237,0.322432,-0.177365,0.022612,-0.034468,0.046397,-0.109805,0.039576,-0.035765,-0.112286,-0.037223,-0.061651,-0.315515,-0.148667,-0.105635,-0.057563,-0.149953,-0.072494
3.907594,-20.782855,-7.098659,-4.549191,-2.096741,-5.918723,-3.601952,-5.216096,-5.243567,-5.476716,-5.705831,-7.313087,-5.730660,-2.459016,-1.262244,-2.385949,0.810507,2.166629,0.434801,0.843935,-0.000123,0.004549,-0.067668,-0.046566,-0.066337,0.037116,0.115276,0.062580,0.060546,-0.007386,-0.076409,-0.108704,0.015680,0.089112,-0.010203,0.007081,0.017938,-0.013536,-0.020657,-0.014303
3.450900,-15.335346,-2.923888,-7.100294,-4.915442,-4.411646,-7.295452,-2.911941,0.478363,-1.250834,-0.085277,3.782898,-0.480512,-5.932102,-5.272619,-2.760574,-3.434125,-2.517383,-0.998274,-1.619338,-0.019893,0.163837,0.275276,0.110293,0.180069,0.005963,0.154164,0.118728,0.009291,-0.006110,-0.025495,-0.045806,0.056882,0.074867,0.189772,0.085032,-0.035170,-0.007206,-0.033025,-0.109207
4.026739,-21.810685,-5.715767,-6.447794,-0.580255,-3.567414,-1.700888,-0.521794,-0.846359,-1.346525,-4.309593,-5.914320,-4.437609,-1.136249,-1.219495,-1.472677,0.390597,-0.796274,-0.274303,-0.535782,0.018777,-0.260175,-0.015024,0.024013,0.111584,0.205514,0.269875,0.197037,0.048741,-0.130645,-0.265358,-0.014979,0.237810,0.177673,0.128432,0.121074,-0.044771,-0.011236,0.032997,0.071908
